corrected_tweet,class,cleaned_text,synonym_replacement
wrongfilmquotes overtime i come in they kitchen you in they kitchen in they goddamn refrigerator latin up all they pussy,1,wrongfilmquotes overtime i come in they kitchen you in they kitchen in they goddamn refrigerator latin up all they pussy,wrongfilmquotes overtime i come in they kitchen you in they kitchen in they goddamn refrigerator latin up all they pussy
xfactorau sick of guys who sing like pussies where are they rock type men,1,xfactorau sick of guys who sing like pussies where are they rock type men,xfactorau sick of guys who sing like pussies where are they rock type men
youaremoreattractive if a a real bitch,1,youaremoreattractive if a a real bitch,youaremoreattractive if angstrom angstrom real bitch
bid to go on a date with back morris of that dreamy son of a bitch,1,bid to go on a date with back morris of that dreamy son of a bitch,bid to go on a date with back morris of that dreamy son of a bitch
bud sites and well shots at they bar to plus in giving away a trip to las vegas so if your not a cunt come visit me at bourbon st,1,bud sites and well shots at they bar to plus in giving away a trip to las vegas so if your not a cunt come visit me at bourbon st,bud sites and well shots at they barroom to plus in giving away a trip to las vegas so if your not a cunt come visit me at bourbon st
torch down they drain cause either i was to high and lost it or one of my niggas finessed that hoe fuckkkkk it,1,torch down they drain cause either i was to high and lost it or one of my niggas finessed that hoe fuckkkkk it,torch down they drain cause either i was to high and lost it or one of my niggas finessed that hoe fuckkkkk it
killer line josh smith dropped a killer trash talk line on kenneth,2,killer line josh smith dropped a killer trash talk line on kenneth,killer line josh smith dropped a killer trash talk line on kenneth
a piece of pussy,1,a piece of pussy,a piece of pussy
i love salad anyway fuck you hoes eat a salad,1,i love salad anyway fuck you hoes eat a salad,i love salad anyway fuck you hoes eat a salad
plus sheryl crow,2,plus sheryl crow,asset sheryl crow
every bitch a my passenger seat i dun fucked at least one time,1,every bitch a my passenger seat i dun fucked at least one time,every bitch a my passenger seat i dun fucked at least one time
its true that they early bird gets they worm first,2,its true that they early bird gets they worm first,its true that they early bird gets they worm first
dirty whore i love you but you a hoe but i love you jesus is watching,1,dirty whore i love you but you a hoe but i love you jesus is watching,dirty prostitute i love you but you a hoe but i love you jesus is watching
this hoe got a school shirt on sucking dick,1,this hoe got a school shirt on sucking dick,this hoe got a school shirt on sucking dick
a lotta fuck niggas on this here twitter really be talking like bitches,1,a lotta fuck niggas on this here twitter really be talking like bitches,a lotta fuck niggas on this here chirrup really be talking like bitches
these bitches started shooting at my party fuck new orleans,1,these bitches started shooting at my party fuck new orleans,these bitches started shooting at my party fuck new orleans
bitches giving back rubs,1,bitches giving back rubs,bitches giving back rubs
never been a coon grew up with books coons tho but never was i did some coon shit tho,1,never been a coon grew up with books coons tho but never was i did some coon shit tho,never been a coon grew up with books coons tho but never was i did some coon shit tho
nigga was smashing his hoe had his hoe paying for a condo and he still with her yep fanboy,1,nigga was smashing his hoe had his hoe paying for a condo and he still with her yep fanboy,nigga was smashing his hoe had his hoe paying for a condo and he still with her yep fanboy
guiltypleasure watching niggers fight on youtubevineig,1,guiltypleasure watching niggers fight on youtubevineig,guiltypleasure watching niggers fight on youtubevineig
done like me have a with they rest of they bitches waiting for me to give a fuck,1,done like me have a with they rest of they bitches waiting for me to give a fuck,done like Maine have a with they rest of they bitches waiting for Maine to give a fuck
id rather be called nigger than a uncle tom or a mark,1,id rather be called nigger than a uncle tom or a mark,id rather be called nigger than a uncle tom or a mark
bet all bitches was deaf to my bytes words about being treated like a queen huh,1,bet all bitches was deaf to my bytes words about being treated like a queen huh,bet all bitch was deaf to my bytes words about being treated like a queen huh
his,2,his,his
one all bitches on end up dead over a screen shot think that she funnyaint too many nicias on laugh at that a,1,one all bitches on end up dead over a screen shot think that she funnyaint too many nicias on laugh at that a,one all bitches on end up dead over a screen shot think that she funnyaint too many nicias on laugh at that a
congrats you turned a hoe into a housewife done get shitty when your guys start singing they hit it first butthatsnoneofmybusiness,1,congrats you turned a hoe into a housewife done get shitty when your guys start singing they hit it first butthatsnoneofmybusiness,congrats you turned a hoe into a housewife done get shitty when your guys start singing they hit it first butthatsnoneofmybusiness
got or bitch tip toeing on my marble floors,1,got or bitch tip toeing on my marble floors,got or bitch tip toeing on my marble floors
org just thinccin of you makes me laugh we use to stay talking shit in re period you cute amp you my bitch,1,org just thinccin of you makes me laugh we use to stay talking shit in re period you cute amp you my bitch,org just thinccin of you makes me laugh we use to stay talking shit in re period you cute amp you my bitch
you need stop sucking dick hoe,1,you need stop sucking dick hoe,you need stop sucking dick hoe
org oil a followed me assess bitch he follow everybody shut to ass up,1,org oil a followed me assess bitch he follow everybody shut to ass up,org oil a followed Maine assess bitch he follow everybody shut to ass up
hop off hoe come on,1,hop off hoe come on,hop off hoe semen on
lao my nigga lets go half on a weed brownie we will be laughing hard as hell in senior seminar,1,lao my nigga lets go half on a weed brownie we will be laughing hard as hell in senior seminar,lao my nigga lets go half on a weed brownie we will beryllium laughing hard as hell in senior seminar
amp if you int a to get up out my trap hooouseee,1,amp if you int a to get up out my trap hooouseee,amp if you int a to get up out my trap hooouseee
ugh bitch i love you amp that a a a your just simply flawless i remember when you cute a price of your hair hello short,1,ugh bitch i love you amp that a a a your just simply flawless i remember when you cute a price of your hair hello short,ugh bitch i love you amp that a a a your just simply flawless i remember when you cute a price of your hair hello short
pussy ride dick like she a jamaican it amp,1,pussy ride dick like she a jamaican it amp,pussy drive dick like she a jamaican it amp
on they pussy,1,on they pussy,on they pussy
loyal pussy,1,loyal pussy,loyal cunt
my bitch,1,my bitch,my bitch
is they most important thing all this temporary bullshit and lies is a they birds kill that,1,is they most important thing all this temporary bullshit and lies is a they birds kill that,is they most important thing all this temporary bullshit and lies is a they birds kill that
racist all month fuck a hockey,0,racist all month fuck a hockey,racist all month fuck a hockey
gucci a having me on my rude shit low that not nice that bitch int worth a quarter,1,gucci a having me on my rude shit low that not nice that bitch int worth a quarter,gucci a having me on my rude shit low that not nice that bitch int worth a quarter
mimi too old to be covering her titties during sex bitch you childish,1,mimi too old to be covering her titties during sex bitch you childish,mimi too old to be covering her titties during sex bitch you childish
lao if you watching porn amp beating off amp to homie text a amp it show his name in they banner your a faggot,0,lao if you watching porn amp beating off amp to homie text a amp it show his name in they banner your a faggot,lao if you watching porn ampere beating off ampere to homie text a ampere it show his name in they banner your a faggot
brush these hoes gotta be stupid,1,brush these hoes gotta be stupid,brush these hoes gotta be stupid
somebody gonna die there a bitch on not setting up a lean as we tweet,1,somebody gonna die there a bitch on not setting up a lean as we tweet,somebody gonna die there a bitch on not setting up a lean as we tweet
all have boring sex nope i lick they side of my bitch face when in hitting it from they back,1,all have boring sex nope i lick they side of my bitch face when in hitting it from they back,all have boring sex nope i lick they side of my bitch face when in hitting it from they back
of course coolers nudes are trash she lives in they div what did you expect,1,of course coolers nudes are trash she lives in they div what did you expect,of course coolers nudes are trash she life in they div what did you expect
my stomach in pain like a mufucka this they nigga that rating bitches,1,my stomach in pain like a mufucka this they nigga that rating bitches,my stomach in pain like a mufucka this they nigga that rating bitches
bitches get stuff done,1,bitches get stuff done,bitches get material done
fuck wicca you pose to be pulling up,0,fuck wicca you pose to be pulling up,fuck wicca you pose to be pulling up
maaaaannnn i hope so did we get rid of john legend looking charlie batch,2,maaaaannnn i hope so did we get rid of john legend looking charlie batch,maaaaannnn i hope sol did we get rid of john legend looking charlie batch
mike calls me third,2,mike calls me third,mike calls me one-third
niggas sending screenshots of me to they bitches like stop texting cut,1,niggas sending screenshots of me to they bitches like stop texting cut,niggas sending screenshots of me to they bitches like stop texting cut
this white bitch think she miles cyrus,1,this white bitch think she miles cyrus,this white bitch think she miles cyrus
